locus_id,gene_name
Rv2288,Rv2288
Rv2289,cdh
Rv2290,lppO
Rv2291,sseB
Rv2292c,Rv2292c
Rv2293c,Rv2293c
Rv2294,Rv2294
Rv2295,Rv2295
Rv2296,Rv2296
Rv2297,Rv2297
Rv2298,Rv2298
Rv2299c,htpG
Rv2300c,Rv2300c
Rv2301,cut2
Rv2302,Rv2302
Rv2303c,Rv2303c
Rv2304c,Rv2304c
Rv2305,Rv2305
Rv2306A,Rv2306A
Rv2307c,Rv2307c
Rv2307A,Rv2307A
Rv2307B,Rv2307B
Rv2307D,Rv2307D
Rv2308,Rv2308
Rv2308a,Rv2308a
Rvnt24,metV
Rv2309A,Rv2309A
Rv2310,Rv2310
Rv2311,Rv2311
Rv2312,Rv2312
Rv2313c,Rv2313c
Rv2314c,Rv2314c
Rv2315c,Rv2315c
Rv2316,uspA
Rv2317,uspB
Rv2318,uspC
Rv2319c,Rv2319c
Rv2320c,rocE
Rv2323c,Rv2323c
Rv2324,Rv2324
Rv2325c,Rv2325c
Rv2326c,Rv2326c
Rv2327,Rv2327
Rv2328,PE23
Rv2329c,narK1
Rv2330c,lppP
Rv2331,Rv2331
Rv2331A,Rv2331A
Rv2332,mez
Rv2333c,stp
Rv2334,cysK1
Rv2335,cysE
Rv2336,Rv2336
Rv2337c,Rv2337c
Rv2338c,moeW
Rv2339,mmpL9
Rv2340c,PE_PGRS39
Rvnt25,asnT
Rv2341,lppQ
Rv2342,Rv2342
Rv2343c,dnaG
Rv2344c,dgt
Rv2345,Rv2345
Rv2346c,esxO
Rv2347c,esxP
Rv2348c,Rv2348c
Rv2349c,plcC
Rv2350c,plcB
Rv2351c,plcA
Rv2352c,PPE38
Rv2353c,PPE39
Rv2357c,glyS
Rv2358,smtB
Rv2359,zur
Rv2360c,Rv2360c
Rv2361c,Rv2361c
Rv2362c,recO
Rv2363,amiA2
Rv2364c,era
Rv2365c,Rv2365c
Rv2366c,Rv2366c
Rv2367c,Rv2367c
Rv2368c,phoH1
Rv2369c,Rv2369c
Rv2370c,Rv2370c
Rv2371,PE_PGRS40
Rv2372c,Rv2372c
Rv2373c,dnaJ2
Rv2374c,hrcA
Rv2375,Rv2375
Rv2376c,cfp2
Rv2377c,Rv2377c
Rv2378c,mbtG
Rv2379c,mbtF
Rv2380c,mbtE
Rv2381c,mbtD
Rv2382c,mbtC
Rv2383c,mbtB
Rv2384,mbtA
Rv2385,mbtJ
Rv2386c,mbtI
Rv2386a,Rv2386a
Rv2387,Rv2387
Rv2388c,hemN
Rv2389c,rpfD
Rv2390c,Rv2390c
Rv2391,sirA
Rv2392,cysH
Rv2393,che1
Rv2394,ggtB
Rv2395,Rv2395
RVnc0024,mcr7
Rv2395A,aprA
Rv2395B,aprB
Rv2396,PE_PGRS41
Rv2397c,cysA1
Rv2398c,cysW
Rv2399c,cysT
Rv2400c,subI
Rv2401,Rv2401
Rv2401A,Rv2401A
Rv2402,Rv2402
Rv2403c,lppR
Rv2404c,lepA
Rv2405,Rv2405
Rv2406c,Rv2406c
Rv2407,Rv2407
Rv2408,PE24
Rv2409c,Rv2409c
Rv2410c,Rv2410c
Rv2411c,Rv2411c
Rv2412,rpsT
Rv2413c,Rv2413c
Rv2414c,Rv2414c
Rv2415c,Rv2415c
Rv2416c,eis
Rv2417c,Rv2417c
Rv2418c,Rv2418c
Rv2419c,gpgP
Rv2420c,Rv2420c
Rv2421c,nadD
Rv2422,Rv2422
Rv2423,Rv2423
Rv2424c,Rv2424c
Rv2425c,Rv2425c
Rv2426c,Rv2426c
Rv2427c,proA
Rv2427A,oxyR'
Rv2428,ahpC
Rv2429,ahpD
Rv2430c,PPE41
Rv2431c,PE25
Rv2432c,Rv2432c
Rv2433c,Rv2433c
Rv2434c,Rv2434c
Rv2435c,Rv2435c
Rv2436,rbsK
Rv2437,Rv2437
Rv2438c,nadE
Rv2438A,Rv2438A
Rv2439c,proB
Rv2440c,obg
Rv2441c,rpmA
Rv2442c,rplU
Rv2443,dctA
Rv2444c,rne
Rv2445c,ndkA
Rv2446c,Rv2446c
Rv2447c,folC
Rv2448c,valS
Rv2449c,Rv2449c
Rv2450c,rpfE
Rv2451,Rv2451
Rv2452c,Rv2452c
Rv2453c,mobA
Rv2454c,Rv2454c
Rv2455c,Rv2455c
Rv2456c,Rv2456c
Rv2457c,clpX
Rv2458,mmuM
Rv2459,Rv2459
Rv2460c,clpP2
Rv2461c,clpP1
Rv2462c,tig
Rvnt26,proU
Rvnt27,glyV
Rv2463,lipP
Rv2464c,Rv2464c
Rv2465c,rpiB
Rv2466c,Rv2466c
Rv2467,pepN
Rv2468c,Rv2468c
Rv2468A,Rv2468A
Rv2469c,Rv2469c
Rv2470,glbO
Rv2471,aglA
Rv2472,Rv2472
Rv2473,Rv2473
Rv2474c,Rv2474c
Rv2475c,Rv2475c
Rv2476c,gdh
Rv2477c,Rv2477c
Rv2478c,Rv2478c
Rv2481c,Rv2481c
Rv2482c,plsB2
Rv2483c,plsC
Rv2484c,Rv2484c
Rv2485c,lipQ
Rvnt28,argW
Rv2486,echA14
Rv2487c,PE_PGRS42
Rv2488c,Rv2488c
Rv2489c,Rv2489c
Rv2490c,PE_PGRS43
Rv2490a,Rv2490a
Rv2491,Rv2491
Rv2492,Rv2492
Rv2493,vapB38
Rv2494,vapC38
Rv2495c,bkdC
Rv2496c,bkdB
Rv2497c,bkdA
Rv2498c,citE
Rv2499c,Rv2499c
Rv2500c,fadE19
Rv2501c,accA1
Rv2502c,accD1
Rv2503c,scoB
Rv2504c,scoA
Rv2505c,fadD35
Rv2506,Rv2506
Rv2507,Rv2507
Rv2508c,Rv2508c
Rv2509,Rv2509
Rv2510c,Rv2510c
Rv2511,orn
Rvnt29,hisT
Rv2512c,Rv2512c
Rv2512a,Rv2512a
Rv2513,Rv2513
Rv2514c,Rv2514c
Rv2515c,Rv2515c
Rv2516c,Rv2516c
Rv2517c,Rv2517c
Rv2518c,ldtB
Rvnt30,lysU
Rv2519,PE26
Rv2520c,Rv2520c
Rv2521,bcp
Rv2522c,Rv2522c
Rv2523c,acpS
Rv2524c,fas
Rv2525c,Rv2525c
Rv2526,vapB17
Rv2527,vapC17
Rv2528c,mrr
Rv2529,Rv2529
Rv2530c,vapC39
Rv2530A,vapB39
Rv2531c,Rv2531c
Rv2532c,Rv2532c
Rv2533c,nusB
Rv2534c,efp
Rv2535c,pepQ
Rv2536,Rv2536
Rv2537c,aroD
Rv2538c,aroB
Rv2539c,aroK
Rv2540c,aroF
Rv2541,Rv2541
Rv2542,Rv2542
Rv2543,lppA
Rv2544,lppB
Rv2545,vapB18
Rv2546,vapC18
Rv2547,vapB19
Rv2548,vapC19
Rv2548A,Rv2548A
Rv2549c,vapC20
Rv2550c,vapB20
Rv2551c,Rv2551c
Rv2552c,aroE
Rv2553c,Rv2553c
Rv2554c,Rv2554c
Rv2555c,alaS
Rv2556c,Rv2556c
Rv2557,Rv2557
Rv2558,Rv2558
Rv2559c,Rv2559c
Rv2560,Rv2560
Rv2561,Rv2561
Rv2563,Rv2563
Rv2564,glnQ
Rv2565,Rv2565
Rv2566,Rv2566
Rv2567,Rv2567
Rv2568c,Rv2568c
Rv2569c,Rv2569c
Rv2570,Rv2570
Rv2571c,Rv2571c
Rv2572c,aspS
Rv2573,Rv2573
Rv2574,Rv2574
Rv2575,Rv2575
Rv2576c,Rv2576c
Rv2577,Rv2577
Rv2578c,Rv2578c
Rv2579,dhaA
Rv2580c,hisS
Rv2581c,Rv2581c
Rv2582,ppiB
Rv2583c,relA
Rv2584c,apt
Rv2585c,Rv2585c
Rv2586c,secF
Rv2587c,secD
Rv2588c,yajC
Rv2589,gabT
Rv2590,fadD9
Rv2591,PE_PGRS44
Rv2592c,ruvB
Rv2593c,ruvA
Rv2594c,ruvC
Rv2595,vapB40
Rv2596,vapC40
Rv2597,Rv2597
Rv2598,Rv2598
Rv2599,Rv2599
Rv2600,Rv2600
Rv2601,speE
Rv2601A,vapB41
Rv2602,vapC41
Rv2603c,Rv2603c
Rv2604c,snoP
Rv2605c,tesB2
Rv2606c,snzP
Rv2607,pdxH
Rv2608,PPE42
Rv2609c,Rv2609c
Rv2610c,pimA
Rv2611c,Rv2611c
Rv2612c,pgsA1
Rv2613c,Rv2613c
Rv2614c,thrS
Rv2614A,Rv2614A
Rv2615c,PE_PGRS45
Rv2616,Rv2616
Rv2617c,Rv2617c
Rv2618,Rv2618
Rv2619c,Rv2619c
Rv2620c,Rv2620c
Rv2621c,Rv2621c
Rv2622,Rv2622
Rv2623,TB31.7
Rv2624c,Rv2624c
Rv2625c,Rv2625c
Rv2626c,hrp1
Rv2627c,Rv2627c
Rv2628,Rv2628
Rv2629,Rv2629
Rv2630,Rv2630
Rv2631,Rv2631
Rv2632c,Rv2632c
Rv2633c,Rv2633c
Rv2634c,PE_PGRS46
Rv2635,Rv2635
Rv2636,Rv2636
Rv2637,dedA
Rv2638,Rv2638
Rv2639c,Rv2639c
Rv2640c,Rv2640c
Rv2641,cadI
Rv2642,Rv2642
Rv2643,arsC
Rv2644c,Rv2644c
Rvnt31,valT
Rvnt32,glyT
Rvnt33,cysU
Rvnt34,valU
Rv2645,Rv2645
Rv2646,Rv2646
Rv2647,Rv2647
Rv2650c,Rv2650c
Rv2651c,Rv2651c
Rv2652c,Rv2652c
Rv2653c,Rv2653c
Rv2654c,Rv2654c
Rv2655c,Rv2655c
Rv2656c,Rv2656c
Rv2657c,Rv2657c
Rv2658c,Rv2658c
Rv2659c,Rv2659c
Rv2660c,Rv2660c
Rv2661c,Rv2661c
Rv2662,Rv2662
Rv2663,Rv2663
Rv2664,Rv2664
Rv2665,Rv2665
Rv2667,clpC2
Rv2668,Rv2668
Rv2669,Rv2669
Rv2670c,Rv2670c
Rv2671,ribD
Rv2672,Rv2672
Rv2673,aftC
Rv2674,msrB
Rv2675c,Rv2675c
Rv2676c,Rv2676c
Rv2677c,hemY
Rv2678c,hemE
Rv2679,echA15
Rv2680,Rv2680
Rv2681,Rv2681
Rv2682c,dxs1
Rv2683,Rv2683
Rv2684,arsA
Rv2685,arsB1
Rv2686c,Rv2686c
Rv2687c,Rv2687c
Rv2688c,Rv2688c
Rv2689c,Rv2689c
Rv2690c,Rv2690c
Rv2691,ceoB
Rv2692,ceoC
Rv2693c,Rv2693c
Rv2694c,Rv2694c
Rv2695,Rv2695
Rv2696c,Rv2696c
Rv2697c,dut
Rv2698,Rv2698
Rv2699c,Rv2699c
Rv2700,Rv2700
Rv2701c,suhB
Rv2702,ppgK
Rv2703,sigA
Rv2704,Rv2704
Rv2705c,Rv2705c
Rv2706c,Rv2706c
Rv2707,Rv2707
Rv2708c,Rv2708c
Rv2709,Rv2709
Rv2710,sigB
Rv2711,ideR
Rv2712c,Rv2712c
Rv2713,sthA
Rv2714,Rv2714
Rv2715,Rv2715
Rv2716,Rv2716
Rv2717c,Rv2717c
Rv2718c,nrdR
Rv2719c,Rv2719c
Rv2720,lexA
Rv2721c,Rv2721c
Rv2722,Rv2722
Rv2723,Rv2723
Rv2724c,fadE20
Rv2725c,hflX
Rv2726c,dapF
Rv2727c,miaA
Rv2728c,Rv2728c
Rv2729c,Rv2729c
Rv2730,Rv2730
Rv2731,Rv2731
Rv2732c,Rv2732c
Rv2733c,Rv2733c
Rv2734,Rv2734
Rv2735c,Rv2735c
Rv2736c,recX
Rv2737c,recA
Rv2738c,Rv2738c
Rv2739c,Rv2739c
Rv2740,ephG
Rv2741,PE_PGRS47
Rv2742c,Rv2742c
Rv2743c,Rv2743c
Rv2744c,35kd_ag
Rv2745c,clgR
Rv2746c,pgsA3
Rv2747,argA
Rv2748c,ftsK
Rv2749,Rv2749
Rv2750,Rv2750
Rv2751,Rv2751
Rv2752c,Rv2752c
Rv2753c,dapA
Rv2754c,thyX
Rv2756c,hsdM
Rv2757c,vapC21
Rv2758c,vapB21
Rv2759c,vapC42
Rv2760c,vapB42
Rv2761c,hsdS
Rv2762c,Rv2762c
Rv2763c,dfrA
Rv2764c,thyA
Rv2765,Rv2765
Rv2766c,Rv2766c
Rv2767c,Rv2767c
Rv2768c,PPE43
Rv2769c,PE27
Rv2770c,PPE44
Rv2771c,Rv2771c
Rv2772c,Rv2772c
Rv2773c,dapB
Rv2774c,Rv2774c
Rv2775,Rv2775
Rv2776c,Rv2776c
Rv2777c,Rv2777c
Rv2778c,Rv2778c
Rv2779c,Rv2779c
Rv2780,ald
Rv2781c,Rv2781c
Rv2782c,pepR
Rv2783c,gpsI
Rv2784c,lppU
Rv2785c,rpsO
Rv2786c,ribF
Rv2787,Rv2787
Rv2788,sirR
Rv2789c,fadE21
Rv2790c,ltp1
Rv2791c,Rv2791c
Rv2792c,Rv2792c
Rv2793c,truB
Rv2794c,pptT
Rv2795c,Rv2795c
Rv2796c,lppV
Rv2797c,Rv2797c
Rv2798c,Rv2798c
Rv2799,Rv2799
Rv2800,Rv2800
Rv2801c,mazF9
Rv2801A,mazE9
Rv2802c,Rv2802c
Rv2803,Rv2803
Rv2804c,Rv2804c
Rv2805,Rv2805
Rv2806,Rv2806
Rv2807,Rv2807
Rv2808,Rv2808
Rv2809,Rv2809
Rv2811,Rv2811
Rv2812,Rv2812
Rv2813,Rv2813
Rv2816c,Rv2816c
Rv2817c,Rv2817c
Rv2818c,Rv2818c
Rv2819c,Rv2819c
Rv2820c,Rv2820c
Rv2821c,Rv2821c
Rv2822c,Rv2822c
Rv2823c,Rv2823c
Rv2824c,Rv2824c
Rv2825c,Rv2825c
Rv2826c,Rv2826c
Rv2827c,Rv2827c
Rv2828c,Rv2828c
Rv2828A,Rv2828A
Rv2829c,vapC22
Rv2830c,vapB22
Rv2831,echA16
Rv2832c,ugpC
Rv2833c,ugpB
Rv2834c,ugpE
Rv2835c,ugpA
Rv2836c,dinF
Rv2837c,Rv2837c
Rv2838c,rbfA
Rv2839c,infB
Rv2840c,Rv2840c
Rv2841c,nusA
Rv2842c,Rv2842c
Rv2843,Rv2843
Rv2844,Rv2844
Rv2845c,proS
Rv2846c,efpA
Rv2847c,cysG
Rv2848c,cobB
Rv2849c,cobO
Rv2850c,Rv2850c
Rv2851c,Rv2851c
Rv2852c,mqo
Rv2853,PE_PGRS48
Rv2854,Rv2854
Rv2855,mtr
Rv2856,nicT
Rv2857c,Rv2857c
Rv2858c,aldC
Rv2859c,Rv2859c
Rv2860c,glnA4
Rv2861c,mapB
Rv2862c,Rv2862c
Rv2862A,vapB23
Rv2863,vapC23
Rv2864c,Rv2864c
Rv2865,relF
Rv2866,relG
Rv2867c,Rv2867c
Rv2868c,gcpE
Rv2869c,rip
Rv2870c,dxr
Rv2871,vapB43
Rv2872,vapC43
Rv2873,mpt83
Rv2874,dipZ
Rv2875,mpt70
Rv2876,Rv2876
Rv2877c,Rv2877c
Rv2878c,mpt53
Rv2881c,cdsA
Rv2882c,frr
Rv2883c,pyrH
Rv2884,Rv2884
Rv2885c,Rv2885c
Rv2886c,Rv2886c
Rv2887,Rv2887
Rv2888c,amiC
Rv2889c,tsf
Rv2890c,rpsB
Rv2891,Rv2891
Rv2892c,PPE45
Rv2893,Rv2893
Rv2894c,xerC
Rv2895c,viuB
Rv2896c,Rv2896c
Rv2897c,Rv2897c
Rv2898c,Rv2898c
Rv2899c,fdhD
Rv2900c,fdhF
Rv2901c,Rv2901c
Rv2902c,rnhB
Rv2903c,lepB
Rv2904c,rplS
Rv2905,lppW
Rv2906c,trmD
Rv2907c,rimM
Rv2908c,Rv2908c
Rv2909c,rpsP
Rv2910c,Rv2910c
Rv2911,dacB2
Rv2912c,Rv2912c
Rv2913c,Rv2913c
Rv2914c,pknI
Rv2915c,Rv2915c
Rv2916c,ffh
Rv2917,Rv2917
Rv2918c,glnD
Rv2919c,glnB
Rv2920c,amt
Rv2921c,ftsY
Rv2922c,smc
Rv2922A,acyP
Rv2923c,Rv2923c
Rv2924c,fpg
Rv2925c,rnc
Rv2926c,Rv2926c
Rv2927c,Rv2927c
Rv2928,tesA
Rv2929,Rv2929
Rv2930,fadD26
Rv2931,ppsA
Rv2932,ppsB
Rv2933,ppsC
Rv2934,ppsD
Rv2935,ppsE
Rv2936,drrA
Rv2937,drrB
Rv2938,drrC
Rv2939,papA5
Rv2940c,mas
Rv2941,fadD28
Rv2942,mmpL7
Rv2943,Rv2943
Rv2943A,Rv2943A
Rv2944,Rv2944
Rv2945c,lppX
Rv2946c,pks1
Rv2947c,pks15
Rv2948c,fadD22
Rv2949c,Rv2949c
Rv2950c,fadD29
Rv2951c,Rv2951c
Rv2952,Rv2952
Rv2953,Rv2953
Rv2954c,Rv2954c
Rv2955c,Rv2955c
Rv2956,Rv2956
Rv2957,Rv2957
Rv2958c,Rv2958c
Rv2959c,Rv2959c
Rv2960c,Rv2960c
Rv2961,Rv2961
Rv2962c,Rv2962c
Rv2963,Rv2963
Rv2964,purU
Rv2965c,kdtB
Rv2966c,Rv2966c
Rv2967c,pca
Rv2968c,Rv2968c
Rv2969c,Rv2969c
Rv2970c,lipN
Rv2970A,Rv2970A
Rv2971,Rv2971
Rv2972c,Rv2972c
Rv2973c,recG
Rv2974c,Rv2974c
Rv2975c,Rv2975c
Rv2975a,Rv2975a
Rv2976c,ung
Rv2977c,thiL
Rv2978c,Rv2978c
Rv2979c,Rv2979c
Rv2980,Rv2980
Rv2981c,ddlA
Rv2982c,gpdA2
Rv2983,Rv2983
Rv2984,ppk1
Rv2985,mutT1
Rv2986c,hupB
Rv2987c,leuD
Rv2988c,leuC
Rv2989,Rv2989
Rv2990c,Rv2990c
Rv2991,Rv2991
Rvnt35,gluU
Rvnt36,glnU
Rv2992c,gltS
Rv2993c,Rv2993c
Rv2994,Rv2994
Rv2995c,leuB
Rv2996c,serA1
Rv2997,Rv2997
Rv2998,Rv2998
Rv2999,lppY
Rv3000,Rv3000
Rv3001c,ilvC
Rv3002c,ilvN
Rv3003c,ilvB1
Rv3004,cfp6
Rv3005c,Rv3005c
Rv3006,lppZ
Rv3007c,Rv3007c
Rv3008,Rv3008
Rv3009c,gatB
Rv3010c,pfkA
Rv3011c,gatA
Rv3012c,gatC
Rv3013,Rv3013
Rv3014c,ligA
Rv3015c,Rv3015c
Rv3016,lpqA
Rv3017c,esxQ
Rv3018c,PPE46
Rv3019c,esxR
Rv3020c,esxS
Rv3021c,PPE47
Rv3022c,PPE48
Rv3022A,PE29
Rv3023c,Rv3023c
Rv3024c,trmU
Rv3025c,iscS
Rv3026c,Rv3026c
Rv3027c,Rv3027c
Rv3028c,fixB
Rv3029c,fixA
Rv3030,Rv3030
Rv3031,Rv3031
Rv3032,Rv3032
Rv3032A,Rv3032A
Rv3033,Rv3033
Rv3034c,Rv3034c
Rv3035,Rv3035
Rv3036c,TB22.2
Rv3037c,Rv3037c
Rv3038c,Rv3038c
Rv3039c,echA17
Rv3040c,Rv3040c
Rv3041c,Rv3041c
Rv3042c,serB2
Rv3043c,ctaD
Rv3044,fecB
Rv3045,adhC
Rv3046c,Rv3046c
Rv3047c,Rv3047c
Rv3048c,nrdF2
Rv3049c,Rv3049c
Rv3050c,Rv3050c
Rv3051c,nrdE
Rv3052c,nrdI
Rv3053c,nrdH
Rv3054c,Rv3054c
Rv3055,Rv3055
Rv3056,dinP
Rv3057c,Rv3057c
Rv3058c,Rv3058c
Rv3059,cyp136
Rv3060c,Rv3060c
Rv3061c,fadE22
Rv3062,ligB
Rv3063,cstA
Rv3064c,Rv3064c
Rv3065,mmr
Rv3066,Rv3066
Rv3067,Rv3067
Rvnt37,alaU
Rv3068c,pgmA
Rv3069,Rv3069
Rv3070,Rv3070
Rv3071,Rv3071
Rv3072c,Rv3072c
Rv3073c,Rv3073c
Rv3074,Rv3074
Rv3075c,Rv3075c
Rv3076,Rv3076
Rv3077,Rv3077
Rv3078,hab
Rv3079c,Rv3079c
Rv3080c,pknK
Rv3081,Rv3081
Rv3082c,virS
Rv3083,Rv3083
Rv3084,lipR
Rv3085,Rv3085
Rv3086,adhD
Rv3087,Rv3087
Rv3088,tgs4
Rv3089,fadD13
Rv3090,Rv3090
Rv3091,Rv3091
Rv3092c,Rv3092c
Rv3093c,Rv3093c
Rv3094c,Rv3094c
Rv3095,Rv3095
Rv3096,Rv3096
Rv3097c,lipY
Rv3098c,Rv3098c
Rv3098A,Rv3098A
RVnc0046,ssr
Rv3099c,Rv3099c
Rv3100c,smpB
Rv3101c,ftsX
Rv3102c,ftsE
Rv3103c,Rv3103c
Rv3104c,Rv3104c
Rv3105c,prfB
Rv3106,fprA
Rv3107c,agpS
Rv3108,Rv3108
Rv3109,moaA1
Rv3110,moaB1
Rv3111,moaC1
Rv3112,moaD1
Rv3113,Rv3113
Rv3114,Rv3114
Rv3115,Rv3115
Rv3116,moeB2
Rv3117,cysA3
Rv3118,Rv3118
Rv3119,moaE1
Rv3120,Rv3120
Rv3121,cyp141
Rv3122,Rv3122
Rv3123,Rv3123
Rv3124,moaR1
Rv3125c,PPE49
Rv3126c,Rv3126c
Rv3127,Rv3127
Rv3128c,Rv3128c
Rv3129,Rv3129
Rv3130c,tgs1
Rv3131,Rv3131
Rv3132c,devS
Rv3133c,devR
Rv3134c,Rv3134c
Rv3135,PPE50
Rv3136,PPE51
Rv3136A,Rv3136A
Rv3137,Rv3137
Rv3138,pflA
Rv3139,fadE24
Rv3140,fadE23
Rv3141,fadB4
Rv3142c,Rv3142c
Rv3143,Rv3143
Rv3144c,PPE52
Rv3145,nuoA
Rv3146,nuoB
Rv3147,nuoC
Rv3148,nuoD
Rv3149,nuoE
Rv3150,nuoF
Rv3151,nuoG
Rv3152,nuoH
Rv3153,nuoI
Rv3154,nuoJ
Rv3155,nuoK
Rv3156,nuoL
Rv3157,nuoM
Rv3158,nuoN
Rv3159c,PPE53
Rv3160c,Rv3160c
Rv3161c,Rv3161c
Rv3162c,Rv3162c
Rv3163c,Rv3163c
Rv3164c,moxR3
Rv3165c,Rv3165c
Rv3166c,Rv3166c
Rv3167c,Rv3167c
Rv3168,Rv3168
Rv3169,Rv3169
Rv3170,aofH
Rv3171c,hpx
Rv3172c,Rv3172c
Rv3173c,Rv3173c
Rv3174,Rv3174
Rv3175,Rv3175
Rv3176c,mesT
Rv3177,Rv3177
Rv3178,Rv3178
Rv3178a,Rv3178a
Rv3179,Rv3179
Rv3180c,Rv3180c
Rv3181c,Rv3181c
Rv3182,Rv3182
Rv3183,Rv3183
Rv3188,Rv3188
Rv3189,Rv3189
Rv3190c,Rv3190c
Rv3190A,Rv3190A
Rv3191c,Rv3191c
Rvnt38,metU
Rv3192,Rv3192
Rv3193c,Rv3193c
Rv3194c,Rv3194c
Rv3195,Rv3195
Rv3196,Rv3196
Rv3196A,Rv3196A
Rv3197,Rv3197
Rv3197A,whiB7
Rv3198c,uvrD2
Rv3198A,Rv3198A
Rv3199c,nudC
Rv3200c,Rv3200c
Rv3201c,Rv3201c
Rv3202c,Rv3202c
Rv3202a,Rv3202a
Rv3203,lipV
Rv3204,Rv3204
Rv3205c,Rv3205c
Rv3206c,moeB1
Rv3207c,Rv3207c
Rv3208,Rv3208
Rv3208A,TB9.4
Rv3209,Rv3209
Rv3210c,Rv3210c
Rv3211,rhlE
Rv3212,Rv3212
Rv3213c,Rv3213c
Rv3214,gpm2
Rv3215,entC
Rv3216,Rv3216
Rv3217c,Rv3217c
Rv3218,Rv3218
Rv3219,whiB1
Rv3220c,Rv3220c
Rv3221c,TB7.3
Rv3221A,rshA
Rv3222c,Rv3222c
Rv3223c,sigH
Rv3224,Rv3224
Rv3225c,Rv3225c
Rv3226c,Rv3226c
Rv3227,aroA
Rv3228,Rv3228
Rv3229c,desA3
Rv3230c,Rv3230c
Rv3231c,Rv3231c
Rv3232c,ppk2
Rv3233c,Rv3233c
Rv3234c,tgs3
Rv3235,Rv3235
Rv3236c,Rv3236c
Rv3237c,Rv3237c
Rv3238c,Rv3238c
Rv3239c,Rv3239c
Rv3240c,secA1
Rv3241c,Rv3241c
Rv3242c,Rv3242c
Rv3243c,Rv3243c
Rv3244c,lpqB
Rv3245c,mtrB
Rv3246c,mtrA
Rv3247c,tmk
Rv3248c,sahH
Rv3249c,Rv3249c
Rv3250c,rubB
Rv3251c,rubA
Rv3252c,alkB
Rv3253c,Rv3253c
Rv3254,Rv3254
Rv3255c,manA
Rv3256c,Rv3256c
Rv3257c,pmmA
Rv3258c,Rv3258c
Rv3259,Rv3259
Rv3260c,whiB2
Rv3261,fbiA
Rv3262,fbiB
Rv3263,Rv3263
Rv3264c,manB
Rv3265c,wbbL1
Rv3266c,rmlD
Rv3267,Rv3267
Rv3268,Rv3268
Rv3269,Rv3269
Rv3270,ctpC
Rv3271c,Rv3271c
Rv3272,Rv3272
Rv3273,Rv3273
Rv3274c,fadE25
Rv3275c,purE
Rv3276c,purK
Rv3277,Rv3277
Rv3278c,Rv3278c
Rv3279c,birA
Rv3280,accD5
Rv3281,accE5
Rv3282,Rv3282
Rv3283,sseA
Rv3284,Rv3284
Rv3285,accA3
Rv3286c,sigF
Rv3287c,rsbW
Rv3288c,usfY
Rv3289c,Rv3289c
Rv3290c,lat
Rv3291c,lrpA
Rv3292,Rv3292
Rv3293,pcd
Rv3294c,Rv3294c
Rv3295,Rv3295
Rv3296,lhr
Rv3297,nei
Rv3298c,lpqC
Rv3299c,atsB
Rv3300c,Rv3300c
Rv3301c,phoY1
Rv3302c,glpD2
Rv3303c,lpdA
Rv3304,Rv3304
Rv3305c,amiA1
Rv3306c,amiB1
Rv3307,deoD
Rv3308,pmmB
Rv3309c,upp
Rv3310,sapM
Rv3311,Rv3311
Rv3312c,Rv3312c
Rv3312b,Rv3312b
Rv3312A,Rv3312A
Rv3313c,add
Rv3314c,deoA
Rv3315c,cdd
Rv3316,sdhC
Rv3317,sdhD
Rv3318,sdhA
Rv3319,sdhB
Rv3320c,vapC44
Rv3321c,vapB44
Rv3322c,Rv3322c
Rv3323c,moaX
Rv3324c,moaC3
Rv3324A,Rv3324A
Rv3327,Rv3327
Rv3328c,sigJ
Rv3329,Rv3329
Rv3330,dacB1
Rv3331,sugI
Rv3332,nagA
Rv3333c,Rv3333c
Rv3334,Rv3334
Rv3335c,Rv3335c
Rv3336c,trpS
Rv3337,Rv3337
Rv3339c,icd1
Rv3340,metC
Rv3341,metA
Rv3342,Rv3342
Rv3343c,PPE54
Rv3344c,PE_PGRS49
Rv3345c,PE_PGRS50
Rv3346c,Rv3346c
Rv3347c,PPE55
Rv3348,Rv3348
Rv3349c,Rv3349c
Rv3350c,PPE56
Rv3351c,Rv3351c
Rv3352c,Rv3352c
Rv3353c,Rv3353c
Rv3354,Rv3354
Rv3355c,Rv3355c
Rv3356c,folD
Rv3357,relJ
Rv3358,relK
Rv3359,Rv3359
Rv3360,Rv3360
Rv3361c,Rv3361c
Rv3362c,Rv3362c
Rv3363c,Rv3363c
Rv3364c,Rv3364c
Rv3365c,Rv3365c
Rv3366,spoU
Rv3367,PE_PGRS51
Rv3368c,Rv3368c
Rv3369,Rv3369
Rv3370c,dnaE2
Rv3371,Rv3371
Rv3372,otsB2
Rv3373,echA18
Rv3374,Rv3374
Rv3375,amiD
Rv3376,Rv3376
Rv3377c,Rv3377c
Rv3378c,Rv3378c
Rv3379c,dxs2
Rv3382c,Rv3382c
Rv3383c,idsB
Rv3384c,vapC46
Rv3385c,vapB46
Rv3386,Rv3386
Rv3387,Rv3387
Rv3388,PE_PGRS52
Rv3389c,htdY
Rv3390,lpqD
Rv3391,acrA1
Rv3392c,cmaA1
Rv3393,iunH
Rv3394c,Rv3394c
Rv3395c,Rv3395c
Rv3395A,Rv3395A
Rv3396c,guaA
Rv3397c,phyA
Rv3398c,idsA1
Rv3399,Rv3399
Rv3400,Rv3400
Rv3401,Rv3401
Rv3402c,Rv3402c
Rv3403c,Rv3403c
