geneA	geneB	combined_score
Rv1561	Rv2009	872
Rv1561	Rv2530c	709
Rv1561	Rv2549c	764
Rv1561	Rv3677c	765
Rv1562c	Rv1563c	999
Rv1562c	Rv1564c	991
Rv1562c	Rv1565c	829
Rv1562c	Rv1566c	740
Rv1562c	Rv1781c	855
Rv1562c	Rv2006	992
Rv1562c	Rv2188c	809
Rv1562c	Rv2402	980
Rv1562c	Rv2610c	801
Rv1562c	Rv2729c	791
Rv1562c	Rv3032	929
Rv1562c	Rv3068c	747
Rv1562c	Rv3372	994
Rv1562c	Rv3401	925
Rv1562c	Rv3490	961
Rv1563c	Rv1564c	999
Rv1563c	Rv1565c	830
Rv1563c	Rv1566c	740
Rv1563c	Rv1781c	982
Rv1563c	Rv2006	886
Rv1563c	Rv2402	796
Rv1563c	Rv3372	959
Rv1563c	Rv3490	971
Rv1564c	Rv1565c	843
Rv1564c	Rv1566c	748
Rv1564c	Rv1781c	998
Rv1564c	Rv2471	744
Rv1564c	Rv3031	949
Rv1565c	Rv1566c	785
Rv1566c	Rv2525c	761
Rv1566c	Rv2721c	747
Rv1566c	Rv3810	809
Rv1567c	Rv1568	718
Rv1567c	Rv1569	741
Rv1567c	Rv1570	741
Rv1567c	Rv1571	741
Rv1568	Rv1569	999
Rv1568	Rv1570	999
Rv1568	Rv1571	975
Rv1568	Rv1589	999
Rv1568	Rv2438c	887
Rv1568	Rv3279c	768
Rv1568	Rv3602c	808
Rv1569	Rv1570	999
Rv1569	Rv1571	985
Rv1569	Rv1589	990
Rv1570	Rv1571	990
Rv1570	Rv1589	999
Rv1570	Rv2208	776
Rv1570	Rv2725c	948
Rv1570	Rv3279c	807
Rv1570	Rv3329	743
Rv1572c	Rv1573	844
Rv1572c	Rv1585c	870
Rv1572c	Rv1756c	870
Rv1573	Rv2650c	805
Rv1573	Rv3669	803
Rv1574	Rv1575	807
Rv1575	Rv2542	806
Rv1575	Rv2561	807
Rv1575	Rv2790c	807
Rv1575	Rv3170	805
Rv1576c	Rv1577c	988
Rv1576c	Rv1586c	866
Rv1576c	Rv1762c	803
Rv1576c	Rv2263	805
Rv1576c	Rv2650c	842
Rv1576c	Rv2651c	931
Rv1577c	Rv2650c	955
Rv1577c	Rv2651c	848
Rv1579c	Rv1580c	776
Rv1579c	Rv1581c	754
Rv1580c	Rv1581c	755
Rv1582c	Rv1583c	780
Rv1582c	Rv1584c	777
Rv1582c	Rv1586c	802
Rv1583c	Rv1584c	780
Rv1584c	Rv1585c	931
Rv1584c	Rv1586c	857
Rv1584c	Rv2310	870
Rv1585c	Rv1586c	971
Rv1585c	Rv1587c	788
Rv1585c	Rv1588c	778
Rv1585c	Rv1756c	870
Rv1586c	Rv1587c	882
Rv1586c	Rv1588c	786
Rv1586c	Rv2263	801
Rv1587c	Rv1588c	787
Rv1587c	Rv2100	703
Rv1587c	Rv3467	809
Rv1587c	Rv3776	716
Rv1588c	Rv2100	837
Rv1588c	Rv2517c	804
Rv1588c	Rv3466	762
Rv1589	Rv1590	959
Rv1589	Rv1591	906
Rv1589	Rv2438c	776
Rv1589	Rv3279c	985
Rv1589	Rv3329	764
Rv1590	Rv1591	887
Rv1592c	Rv1772	833
Rv1593c	Rv1594	889
Rv1593c	Rv1595	832
Rv1593c	Rv1596	845
Rv1594	Rv1595	999
Rv1594	Rv1596	999
Rv1594	Rv2335	732
Rv1594	Rv2421c	866
Rv1594	Rv2438c	859
Rv1595	Rv1596	999
Rv1595	Rv1658	913
Rv1595	Rv2201	903
Rv1595	Rv2421c	771
Rv1595	Rv2438c	889
Rv1595	Rv2454c	811
Rv1595	Rv2455c	826
Rv1595	Rv2852c	801
Rv1595	Rv2967c	811
Rv1595	Rv3339c	822
Rv1595	Rv3432c	806
Rv1595	Rv3601c	845
Rv1595	Rv3709c	824
Rv1596	Rv1901	971
Rv1596	Rv2043c	722
Rv1596	Rv2421c	979
Rv1596	Rv2438c	820
Rv1596	Rv3199c	943
Rv1598c	Rv2339	702
Rv1599	Rv1600	999
Rv1599	Rv1601	999
Rv1599	Rv1602	999
Rv1599	Rv1603	999
Rv1599	Rv1604	928
Rv1599	Rv1605	999
Rv1599	Rv1606	999
Rv1599	Rv2121c	996
Rv1599	Rv2122c	965
Rv1599	Rv2231c	809
Rv1599	Rv3137	941
Rv1599	Rv3701c	900
Rv1599	Rv3772	950
Rv1599	Rv3859c	729
Rv1600	Rv1601	999
Rv1600	Rv1602	998
Rv1600	Rv1603	998
Rv1600	Rv1604	913
Rv1600	Rv1605	993
Rv1600	Rv1606	996
Rv1600	Rv1613	778
Rv1600	Rv1908c	910
Rv1600	Rv2121c	965
Rv1600	Rv2122c	858
Rv1600	Rv2231c	916
Rv1600	Rv2538c	771
Rv1600	Rv2540c	787
Rv1600	Rv2949c	800
Rv1600	Rv3137	920
Rv1600	Rv3215	809
Rv1600	Rv3754	968
Rv1600	Rv3772	916
Rv1600	Rv3838c	916
Rv1601	Rv1602	999
Rv1601	Rv1603	999
Rv1601	Rv1604	973
Rv1601	Rv1605	999
Rv1601	Rv1606	999
Rv1601	Rv2121c	994
Rv1601	Rv2122c	981
Rv1601	Rv2231c	979
Rv1601	Rv3001c	708
Rv1601	Rv3772	997
Rv1601	Rv3859c	735
Rv1602	Rv1603	999
Rv1602	Rv1604	975
Rv1602	Rv1605	999
Rv1602	Rv1606	998
Rv1602	Rv2121c	987
Rv1602	Rv2122c	943
Rv1602	Rv2231c	813
Rv1602	Rv2584c	811
Rv1602	Rv3772	827
Rv1603	Rv1604	997
Rv1603	Rv1605	999
Rv1603	Rv1606	999
Rv1603	Rv1611	979
Rv1603	Rv2121c	996
Rv1603	Rv2122c	963
Rv1603	Rv2192c	961
Rv1603	Rv2202c	713
Rv1603	Rv2231c	778
Rv1603	Rv2436	710
Rv1603	Rv2726c	708
Rv1603	Rv3137	751
Rv1603	Rv3396c	842
Rv1603	Rv3772	791
Rv1604	Rv1605	998
Rv1604	Rv1606	978
Rv1604	Rv1755c	900
Rv1604	Rv2349c	900
Rv1604	Rv2350c	900
Rv1604	Rv2351c	900
Rv1604	Rv2655c	823
Rv1604	Rv2701c	939
Rv1604	Rv3608c	744
Rv1605	Rv1606	999
Rv1605	Rv2121c	989
Rv1605	Rv2122c	965
Rv1605	Rv2231c	789
Rv1605	Rv2584c	840
Rv1605	Rv3137	708
Rv1605	Rv3772	828
Rv1605	Rv3859c	734
Rv1606	Rv2121c	983
Rv1606	Rv2122c	992
Rv1606	Rv2231c	792
Rv1606	Rv3011c	874
Rv1606	Rv3609c	744
Rv1606	Rv3772	805
Rv1606	Rv3859c	736
Rv1608c	Rv1609	773
Rv1608c	Rv1610	773
Rv1608c	Rv1611	708
Rv1609	Rv1610	884
Rv1609	Rv1611	998
Rv1609	Rv1612	992
Rv1609	Rv1613	995
Rv1609	Rv1614	899
Rv1609	Rv1885c	910
Rv1609	Rv2192c	999
Rv1609	Rv2386c	872
Rv1609	Rv2540c	968
Rv1609	Rv2949c	818
Rv1609	Rv3215	866
Rv1609	Rv3396c	720
Rv1610	Rv1611	781
Rv1610	Rv1612	728
Rv1610	Rv1613	727
Rv1610	Rv1614	727
Rv1610	Rv2326c	776
Rv1610	Rv2342	741
Rv1610	Rv2446c	713
Rv1610	Rv2732c	717
Rv1610	Rv2876	723
Rv1610	Rv3035	747
Rv1610	Rv3244c	730
Rv1610	Rv3793	732
Rv1610	Rv3794	739
Rv1610	Rv3795	723
Rv1610	Rv3802c	748
Rv1610	Rv3843c	763
Rv1610	Rv3850	750
Rv1611	Rv1612	999
Rv1611	Rv1613	999
Rv1611	Rv1614	935
Rv1611	Rv1887	783
Rv1611	Rv2121c	746
Rv1611	Rv2192c	997
Rv1611	Rv2238c	724
Rv1611	Rv2386c	973
Rv1611	Rv2540c	734
Rv1611	Rv2726c	703
Rv1611	Rv3215	803
Rv1611	Rv3336c	784
Rv1611	Rv3838c	722
Rv1612	Rv1613	999
Rv1612	Rv1614	993
Rv1612	Rv2192c	991
Rv1612	Rv2335	819
Rv1612	Rv2386c	953
Rv1612	Rv2540c	837
Rv1612	Rv2737c	868
Rv1612	Rv3042c	928
Rv1612	Rv3341	810
Rv1612	Rv3859c	911
Rv1613	Rv1614	995
Rv1613	Rv1630	810
Rv1613	Rv2192c	994
Rv1613	Rv2335	819
Rv1613	Rv2386c	958
Rv1613	Rv2540c	886
Rv1613	Rv3042c	910
Rv1613	Rv3153	941
Rv1613	Rv3336c	799
Rv1613	Rv3341	801
Rv1613	Rv3754	808
Rv1613	Rv3859c	781
Rv1613	Rv3920c	804
Rv1613	Rv3921c	829
Rv1613	Rv3923c	732
Rv1614	Rv2128	730
Rv1614	Rv2257c	793
Rv1614	Rv3156	783
Rv1614	Rv3806c	808
Rv1614	Rv3920c	784
Rv1614	Rv3921c	850
Rv1615	Rv1616	882
Rv1616	Rv1617	766
Rv1616	Rv1618	770
Rv1617	Rv1618	903
Rv1617	Rv1625c	911
Rv1617	Rv1820	844
Rv1617	Rv1872c	938
Rv1617	Rv1940	801
Rv1617	Rv1981c	908
Rv1617	Rv2056c	884
Rv1617	Rv2241	958
Rv1617	Rv2332	975
Rv1617	Rv2344c	901
Rv1617	Rv2445c	922
Rv1617	Rv2454c	945
Rv1617	Rv2455c	967
Rv1617	Rv2496c	937
Rv1617	Rv2497c	923
Rv1617	Rv2524c	780
Rv1617	Rv2583c	921
Rv1617	Rv2785c	922
Rv1617	Rv2890c	967
Rv1617	Rv2967c	982
Rv1617	Rv2987c	825
Rv1617	Rv2988c	822
Rv1617	Rv3002c	812
Rv1617	Rv3003c	846
Rv1617	Rv3010c	963
Rv1617	Rv3048c	908
Rv1617	Rv3051c	907
Rv1617	Rv3109	805
Rv1617	Rv3443c	951
Rv1617	Rv3458c	935
Rv1617	Rv3459c	933
Rv1617	Rv3460c	887
Rv1617	Rv3470c	846
Rv1617	Rv3509c	851
Rv1617	Rv3609c	812
Rv1617	Rv3645	908
Rv1617	Rv3696c	761
Rv1617	Rv3710	823
Rv1617	Rv3859c	864
Rv1618	Rv2476c	798
Rv1618	Rv2605c	925
Rv1619	Rv1639c	731
Rv1620c	Rv1621c	999
Rv1620c	Rv1622c	998
Rv1620c	Rv1623c	998
Rv1621c	Rv1622c	999
Rv1621c	Rv1623c	999
Rv1622c	Rv1623c	999
Rv1622c	Rv1624c	761
Rv1622c	Rv2196	757
Rv1623c	Rv1624c	781
Rv1624c	Rv1625c	842
Rv1624c	Rv1981c	804
Rv1624c	Rv2456c	870
Rv1624c	Rv3155	804
Rv1625c	Rv1940	804
Rv1625c	Rv2212	728
Rv1625c	Rv2445c	911
Rv1625c	Rv2583c	912
Rv1625c	Rv3109	808
Rv1625c	Rv3609c	802
Rv1625c	Rv3676	784
Rv1626	Rv1630	821
Rv1626	Rv2239c	732
Rv1626	Rv2884	734
Rv1626	Rv3220c	984
Rv1627c	Rv1628c	994
Rv1627c	Rv1935c	758
Rv1627c	Rv2486	760
Rv1627c	Rv2679	788
Rv1627c	Rv2691	804
Rv1627c	Rv2831	761
Rv1627c	Rv3039c	757
Rv1627c	Rv3333c	746
Rv1627c	Rv3369	803
Rv1627c	Rv3373	760
Rv1627c	Rv3374	760
Rv1627c	Rv3516	759
Rv1627c	Rv3542c	737
Rv1627c	Rv3550	760
Rv1627c	Rv3774	763
Rv1628c	Rv1629	780
Rv1628c	Rv1867	753
Rv1628c	Rv2790c	781
Rv1628c	Rv3522	868
Rv1628c	Rv3523	807
Rv1628c	Rv3540c	857
Rv1628c	Rv3556c	709
Rv1629	Rv1630	891
Rv1629	Rv1631	922
Rv1629	Rv1633	802
Rv1629	Rv1638	808
Rv1629	Rv1650	928
Rv1629	Rv1663	753
Rv1629	Rv1666c	706
Rv1629	Rv1696	741
Rv1629	Rv1777	704
Rv1629	Rv1785c	706
Rv1629	Rv1821	752
Rv1629	Rv1880c	706
Rv1629	Rv1901	722
Rv1629	Rv1944c	751
Rv1629	Rv1947	787
Rv1629	Rv1961	787
Rv1629	Rv2048c	789
Rv1629	Rv2090	775
Rv1629	Rv2101	930
Rv1629	Rv2116	995
Rv1629	Rv2191	927
Rv1629	Rv2228c	857
Rv1629	Rv2266	704
Rv1629	Rv2268c	705
Rv1629	Rv2276	729
Rv1629	Rv2343c	897
Rv1629	Rv2357c	705
Rv1629	Rv2464c	865
Rv1629	Rv2524c	840
Rv1629	Rv2529	969
Rv1629	Rv2592c	811
Rv1629	Rv2593c	706
Rv1629	Rv2737c	996
Rv1629	Rv2839c	721
Rv1629	Rv2902c	913
Rv1629	Rv2917	786
Rv1629	Rv2924c	904
Rv1629	Rv2932	725
Rv1629	Rv2933	790
Rv1629	Rv2940c	790
Rv1629	Rv2946c	753
Rv1629	Rv2973c	793
Rv1629	Rv3014c	780
Rv1629	Rv3056	815
Rv1629	Rv3059	709
Rv1629	Rv3062	901
Rv1629	Rv3121	705
Rv1629	Rv3201c	801
Rv1629	Rv3202c	837
Rv1629	Rv3240c	849
Rv1629	Rv3297	864
Rv1629	Rv3394c	770
Rv1629	Rv3396c	866
Rv1629	Rv3518c	706
Rv1629	Rv3545c	706
Rv1629	Rv3585	702
Rv1629	Rv3646c	962
Rv1629	Rv3685c	704
Rv1629	Rv3721c	717
Rv1629	Rv3731	906
Rv1629	Rv3825c	790
Rv1629	Rv3859c	754
Rv1630	Rv1631	877
Rv1630	Rv1641	839
Rv1630	Rv1642	935
Rv1630	Rv1643	967
Rv1630	Rv1650	837
Rv1630	Rv1699	745
Rv1630	Rv1712	925
Rv1630	Rv1871c	732
Rv1630	Rv2043c	934
Rv1630	Rv2055c	956
Rv1630	Rv2056c	937
Rv1630	Rv2057c	733
Rv1630	Rv2058c	935
Rv1630	Rv2239c	731
Rv1630	Rv2412	767
Rv1630	Rv2441c	974
Rv1630	Rv2442c	968
Rv1630	Rv2448c	720
Rv1630	Rv2462c	929
Rv1630	Rv2524c	775
Rv1630	Rv2681	983
Rv1630	Rv2783c	911
Rv1630	Rv2785c	993
Rv1630	Rv2793c	835
Rv1630	Rv2836c	703
Rv1630	Rv2839c	819
Rv1630	Rv2841c	817
Rv1630	Rv2889c	955
Rv1630	Rv2890c	996
Rv1630	Rv2904c	984
Rv1630	Rv2906c	857
Rv1630	Rv2907c	817
Rv1630	Rv2909c	984
Rv1630	Rv2926c	804
Rv1630	Rv3211	837
Rv1630	Rv3241c	914
Rv1630	Rv3382c	911
Rv1630	Rv3396c	720
Rv1630	Rv3442c	987
Rv1630	Rv3443c	982
Rv1630	Rv3456c	994
Rv1630	Rv3457c	994
Rv1630	Rv3458c	999
Rv1630	Rv3459c	999
Rv1630	Rv3460c	964
Rv1630	Rv3461c	960
Rv1630	Rv3596c	843
Rv1630	Rv3601c	937
Rv1630	Rv3610c	747
Rv1630	Rv3648c	772
Rv1630	Rv3799c	739
Rv1630	Rv3804c	734
Rv1630	Rv3921c	770
Rv1630	Rv3923c	868
Rv1631	Rv1870c	811
Rv1631	Rv1940	743
Rv1631	Rv2438c	759
Rv1631	Rv2523c	915
Rv1631	Rv2573	713
Rv1631	Rv2786c	769
Rv1631	Rv2902c	786
Rv1631	Rv2965c	994
Rv1631	Rv3607c	751
Rv1631	Rv3609c	761
Rv1632c	Rv2049c	740
Rv1632c	Rv2138	735
Rv1632c	Rv2186c	717
Rv1632c	Rv2360c	734
Rv1632c	Rv2418c	724
Rv1632c	Rv2446c	759
Rv1632c	Rv2732c	772
Rv1632c	Rv2980	720
Rv1632c	Rv3205c	751
Rv1632c	Rv3212	767
Rv1632c	Rv3311	721
Rv1632c	Rv3438	769
Rv1632c	Rv3850	763
Rv1633	Rv1634	889
Rv1633	Rv1638	999
Rv1633	Rv1650	767
Rv1633	Rv1696	882
Rv1633	Rv2191	977
Rv1633	Rv2362c	725
Rv1633	Rv2592c	789
Rv1633	Rv2593c	736
Rv1633	Rv2594c	719
Rv1633	Rv2720	707
Rv1633	Rv2737c	933
Rv1633	Rv2924c	732
Rv1633	Rv2973c	796
Rv1633	Rv3056	743
Rv1633	Rv3198c	931
Rv1633	Rv3589	832
Rv1633	Rv3715c	711
Rv1634	Rv2325c	733
Rv1634	Rv3608c	746
Rv1635c	Rv2079	729
Rv1635c	Rv2174	816
Rv1635c	Rv2181	934
Rv1635c	Rv3805c	744
Rv1636	Rv3369	757
Rv1637c	Rv1638	796
Rv1638	Rv1696	901
Rv1638	Rv2191	746
Rv1638	Rv2592c	887
Rv1638	Rv2593c	858
Rv1638	Rv2594c	792
Rv1638	Rv2720	864
Rv1638	Rv2737c	915
Rv1638	Rv2973c	813
Rv1638	Rv3198c	876
Rv1638	Rv3370c	737
Rv1638	Rv3715c	714
Rv1638	Rv3859c	770
Rv1638A	Rv1639c	946
Rv1638A	Rv2446c	709
Rv1638A	Rv2468c	816
Rv1638A	Rv2474c	733
Rv1638A	Rv2700	727
Rv1638A	Rv3205c	737
Rv1638A	Rv3605c	714
Rv1639c	Rv1640c	830
Rv1639c	Rv2160A	731
Rv1640c	Rv1641	768
Rv1640c	Rv1650	813
Rv1640c	Rv2614c	747
Rv1640c	Rv2845c	883
Rv1640c	Rv2890c	732
Rv1640c	Rv2992c	910
Rv1640c	Rv3105c	866
Rv1640c	Rv3396c	906
Rv1640c	Rv3458c	750
Rv1640c	Rv3598c	924
Rv1640c	Rv3625c	890
Rv1640c	Rv3834c	879
Rv1641	Rv1642	997
Rv1641	Rv1643	998
Rv1641	Rv1644	798
Rv1641	Rv1650	864
Rv1641	Rv1699	717
Rv1641	Rv2055c	922
Rv1641	Rv2056c	831
Rv1641	Rv2412	762
Rv1641	Rv2441c	914
Rv1641	Rv2442c	913
Rv1641	Rv2462c	739
Rv1641	Rv2785c	940
Rv1641	Rv2839c	940
Rv1641	Rv2882c	897
Rv1641	Rv2889c	942
Rv1641	Rv2890c	972
Rv1641	Rv2904c	938
Rv1641	Rv2909c	912
Rv1641	Rv2926c	831
Rv1641	Rv3100c	702
Rv1641	Rv3442c	937
Rv1641	Rv3443c	964
Rv1641	Rv3456c	737
Rv1641	Rv3457c	890
Rv1641	Rv3458c	935
Rv1641	Rv3459c	992
Rv1641	Rv3460c	996
Rv1641	Rv3461c	848
Rv1641	Rv3462c	992
Rv1641	Rv3593	760
Rv1642	Rv1643	999
Rv1642	Rv1644	783
Rv1642	Rv1650	865
Rv1642	Rv1667c	812
Rv1642	Rv1668c	812
Rv1642	Rv1840c	925
Rv1642	Rv2055c	984
Rv1642	Rv2056c	975
Rv1642	Rv2057c	999
Rv1642	Rv2058c	958
Rv1642	Rv2098c	925
Rv1642	Rv2099c	925
Rv1642	Rv2404c	929
Rv1642	Rv2412	999
Rv1642	Rv2420c	893
Rv1642	Rv2441c	999
Rv1642	Rv2442c	999
Rv1642	Rv2462c	875
Rv1642	Rv2477c	905
Rv1642	Rv2534c	952
Rv1642	Rv2583c	910
Rv1642	Rv2725c	878
Rv1642	Rv2785c	999
Rv1642	Rv2793c	716
Rv1642	Rv2838c	748
Rv1642	Rv2839c	712
Rv1642	Rv2882c	955
Rv1642	Rv2889c	817
Rv1642	Rv2890c	991
Rv1642	Rv2904c	999
Rv1642	Rv2909c	999
Rv1642	Rv2916c	841
Rv1642	Rv2926c	835
Rv1642	Rv3013	825
Rv1642	Rv3100c	929
Rv1642	Rv3105c	810
Rv1642	Rv3211	789
Rv1642	Rv3241c	875
Rv1642	Rv3442c	999
Rv1642	Rv3443c	999
Rv1642	Rv3456c	999
Rv1642	Rv3457c	950
Rv1642	Rv3458c	999
Rv1642	Rv3459c	999
Rv1642	Rv3460c	999
Rv1642	Rv3461c	999
Rv1642	Rv3462c	892
Rv1642	Rv3924c	999
Rv1643	Rv1644	936
Rv1643	Rv1650	910
Rv1643	Rv1667c	796
Rv1643	Rv1668c	796
Rv1643	Rv1699	722
Rv1643	Rv1840c	908
Rv1643	Rv2055c	986
Rv1643	Rv2056c	966
Rv1643	Rv2057c	971
Rv1643	Rv2058c	952
Rv1643	Rv2098c	908
Rv1643	Rv2099c	908
Rv1643	Rv2165c	710
Rv1643	Rv2404c	958
Rv1643	Rv2412	999
Rv1643	Rv2420c	932
Rv1643	Rv2440c	962
Rv1643	Rv2441c	999
Rv1643	Rv2442c	999
Rv1643	Rv2445c	879
Rv1643	Rv2462c	860
Rv1643	Rv2477c	909
Rv1643	Rv2534c	969
Rv1643	Rv2583c	914
Rv1643	Rv2614c	879
Rv1643	Rv2725c	912
Rv1643	Rv2737c	709
Rv1643	Rv2783c	887
Rv1643	Rv2785c	999
Rv1643	Rv2839c	970
Rv1643	Rv2841c	749
Rv1643	Rv2882c	993
Rv1643	Rv2889c	975
Rv1643	Rv2890c	996
Rv1643	Rv2904c	999
Rv1643	Rv2908c	810
Rv1643	Rv2909c	999
Rv1643	Rv2916c	829
Rv1643	Rv2925c	928
Rv1643	Rv2926c	733
Rv1643	Rv3013	833
Rv1643	Rv3100c	972
Rv1643	Rv3105c	977
Rv1643	Rv3240c	743
Rv1643	Rv3241c	878
Rv1643	Rv3442c	999
Rv1643	Rv3443c	999
Rv1643	Rv3456c	999
Rv1643	Rv3457c	957
Rv1643	Rv3458c	999
Rv1643	Rv3459c	999
Rv1643	Rv3460c	999
Rv1643	Rv3461c	999
Rv1643	Rv3462c	811
Rv1643	Rv3924c	999
Rv1644	Rv1650	727
Rv1644	Rv2420c	819
Rv1644	Rv2442c	750
Rv1644	Rv3443c	722
Rv1644	Rv3456c	773
Rv1646	Rv1647	786
Rv1647	Rv1648	885
Rv1647	Rv1649	738
Rv1647	Rv1650	738
Rv1647	Rv3645	701
Rv1648	Rv3835	706
Rv1649	Rv1650	999
Rv1649	Rv1675c	807
Rv1649	Rv2614c	753
Rv1649	Rv2783c	818
Rv1649	Rv3419c	713
Rv1649	Rv3457c	868
Rv1650	Rv1655	720
Rv1650	Rv1656	772
Rv1650	Rv1659	710
Rv1650	Rv1689	956
Rv1650	Rv1699	820
Rv1650	Rv1843c	774
Rv1650	Rv2130c	723
Rv1650	Rv2139	800
Rv1650	Rv2150c	714
Rv1650	Rv2152c	798
Rv1650	Rv2155c	725
Rv1650	Rv2321c	717
Rv1650	Rv2322c	717
Rv1650	Rv2343c	753
Rv1650	Rv2404c	705
Rv1650	Rv2412	712
Rv1650	Rv2448c	834
Rv1650	Rv2524c	706
Rv1650	Rv2534c	810
Rv1650	Rv2540c	727
Rv1650	Rv2555c	969
Rv1650	Rv2572c	850
Rv1650	Rv2580c	760
Rv1650	Rv2587c	933
Rv1650	Rv2614c	956
Rv1650	Rv2727c	829
Rv1650	Rv2785c	833
Rv1650	Rv2839c	868
Rv1650	Rv2845c	839
Rv1650	Rv2882c	790
Rv1650	Rv2883c	867
Rv1650	Rv2889c	828
Rv1650	Rv2890c	978
Rv1650	Rv2906c	748
Rv1650	Rv2909c	722
Rv1650	Rv2916c	722
Rv1650	Rv2986c	701
Rv1650	Rv2992c	894
Rv1650	Rv3009c	786
Rv1650	Rv3100c	745
Rv1650	Rv3116	732
Rv1650	Rv3201c	739
Rv1650	Rv3202c	720
Rv1650	Rv3206c	730
Rv1650	Rv3336c	837
Rv1650	Rv3396c	973
Rv1650	Rv3410c	767
Rv1650	Rv3411c	788
Rv1650	Rv3419c	737
Rv1650	Rv3443c	857
Rv1650	Rv3456c	763
Rv1650	Rv3457c	896
Rv1650	Rv3458c	787
Rv1650	Rv3459c	942
Rv1650	Rv3460c	785
Rv1650	Rv3462c	752
Rv1650	Rv3579c	809
Rv1650	Rv3580c	725
Rv1650	Rv3598c	799
Rv1650	Rv3646c	878
Rv1650	Rv3682	745
Rv1650	Rv3834c	721
Rv1650	Rv3859c	883
Rv1651c	Rv1749c	730
Rv1651c	Rv1753c	773
Rv1651c	Rv1917c	774
Rv1651c	Rv1918c	767
Rv1651c	Rv2082	790
Rv1651c	Rv2209	774
Rv1651c	Rv2231A	761
Rv1651c	Rv2293c	768
Rv1651c	Rv2305	744
Rv1651c	Rv2308	754
Rv1651c	Rv2337c	761
Rv1651c	Rv2356c	771
Rv1651c	Rv2608	802
Rv1651c	Rv2735c	735
Rv1651c	Rv2797c	725
Rv1651c	Rv2819c	770
Rv1651c	Rv2822c	717
Rv1651c	Rv2824c	736
Rv1651c	Rv2942	732
Rv1651c	Rv2949c	757
Rv1651c	Rv2954c	770
Rv1651c	Rv3081	751
Rv1651c	Rv3159c	767
Rv1651c	Rv3190c	706
Rv1651c	Rv3343c	774
Rv1651c	Rv3347c	774
Rv1651c	Rv3350c	783
Rv1651c	Rv3403c	769
Rv1651c	Rv3533c	768
Rv1651c	Rv3558	771
Rv1651c	Rv3727	751
Rv1651c	Rv3864	768
Rv1651c	Rv3879c	772
Rv1651c	Rv3903c	729
Rv1652	Rv1653	999
Rv1652	Rv1654	999
Rv1652	Rv1655	999
Rv1652	Rv1656	999
Rv1652	Rv1657	997
Rv1652	Rv1658	995
Rv1652	Rv1659	996
Rv1652	Rv2321c	834
Rv1652	Rv2322c	812
Rv1652	Rv3859c	712
Rv1653	Rv1654	999
Rv1653	Rv1655	999
Rv1653	Rv1656	999
Rv1653	Rv1657	999
Rv1653	Rv1658	995
Rv1653	Rv1659	994
Rv1653	Rv2321c	813
Rv1653	Rv2322c	800
Rv1653	Rv2476c	901
Rv1653	Rv2747	989
Rv1654	Rv1655	999
Rv1654	Rv1656	999
Rv1654	Rv1657	999
Rv1654	Rv1658	999
Rv1654	Rv1659	997
Rv1654	Rv2321c	831
Rv1654	Rv2322c	817
Rv1654	Rv2439c	729
Rv1654	Rv2747	960
Rv1654	Rv2919c	952
Rv1654	Rv3859c	840
Rv1655	Rv1656	999
Rv1655	Rv1657	998
Rv1655	Rv1658	997
Rv1655	Rv1659	995
Rv1656	Rv1657	997
Rv1656	Rv1658	999
Rv1656	Rv1659	997
Rv1656	Rv2321c	802
Rv1656	Rv2322c	792
Rv1656	Rv3859c	745
Rv1657	Rv1658	997
Rv1657	Rv1659	994
Rv1657	Rv2374c	749
Rv1657	Rv2720	835
Rv1658	Rv1659	999
Rv1658	Rv2201	925
Rv1658	Rv2321c	846
Rv1658	Rv2322c	832
Rv1658	Rv3432c	816
Rv1658	Rv3601c	801
Rv1658	Rv3709c	871
Rv1658	Rv3859c	790
Rv1659	Rv1661	746
Rv1659	Rv2321c	826
Rv1659	Rv2322c	808
Rv1659	Rv2454c	801
Rv1659	Rv2455c	809
Rv1659	Rv2531c	823
Rv1659	Rv2852c	829
Rv1659	Rv2967c	817
Rv1659	Rv3316	808
Rv1659	Rv3317	802
Rv1659	Rv3318	812
Rv1659	Rv3319	815
Rv1659	Rv3339c	827
Rv1659	Rv3696c	717
Rv1659	Rv3859c	828
Rv1660	Rv1661	822
Rv1660	Rv1663	909
Rv1660	Rv1664	780
Rv1660	Rv1665	812
Rv1660	Rv2931	817
Rv1660	Rv2932	873
Rv1660	Rv2933	887
Rv1660	Rv2934	776
Rv1660	Rv2935	742
Rv1660	Rv2946c	722
Rv1660	Rv3457c	759
Rv1661	Rv1662	981
Rv1661	Rv1663	974
Rv1661	Rv1664	978
Rv1661	Rv1937	817
Rv1661	Rv2048c	958
Rv1661	Rv2243	971
Rv1661	Rv2276	760
Rv1661	Rv2379c	845
Rv1661	Rv2380c	891
Rv1661	Rv2383c	994
Rv1661	Rv2442c	727
Rv1661	Rv2475c	748
Rv1661	Rv2524c	999
Rv1661	Rv2590	905
Rv1661	Rv2928	868
Rv1661	Rv2932	781
Rv1661	Rv2933	966
Rv1661	Rv2940c	966
Rv1661	Rv2946c	871
Rv1661	Rv3145	781
Rv1661	Rv3146	867
Rv1661	Rv3147	885
Rv1661	Rv3148	813
Rv1661	Rv3149	854
Rv1661	Rv3150	777
Rv1661	Rv3151	764
Rv1661	Rv3152	776
Rv1661	Rv3153	874
Rv1661	Rv3157	784
